netviewdm1,729
netviewdm2,730
netviewdm3,731
netgw,741
netrcs,742
flexlm,744
fujitsu-dev,747
ris-cm,748
kerberos-adm,749
rfile,750
pump,751
qrh,752
rrh,753
tell,754
nlogin,758
con,759
ns,760
rxe,761
quotad,762
cycleserv,763
omserv,764
webster,765
phonebook,767
vid,769
cadlock,770
rtip,771
cycleserv2,772
submit,773
rpasswd,774
entomb,775
wpages,776
multiling-http,777
wpgs,780
mdbs-daemon,800
mdbs_daemon,800
device,801
mbap-s,802
fcp-udp,810
itm-mcell-s,828
pkix-3-ca-ra,829
netconf-ssh,830
netconf-beep,831
netconfsoaphttp,832
netconfsoapbeep,833
dhcp-failover2,847
gdoi,848
domain-s,853
dlep,854
iscsi,860
owamp-control,861
twamp-control,862
rsync,873
iclcnet-locate,886
iclcnet-svinfo,887
iclcnet_svinfo,887
accessbuilder,888
cddbp,888
omginitialrefs,900
smpnameres,901
ideafarm-door,902
ideafarm-panic,903
kink,910
xact-backup,911
apex-mesh,912
apex-edge,913
rndc,953
ftps-data,989
ftps,990
nas,991
telnets,992
imaps,993
,994
pop3s,995
vsinet,996
maitrd,997
busboy,998
garcon,999
puprouter,999
cadlock2,1000
webpush,1001
surf,1010
exp1,1021
exp2,1022
,1023
